name;number;description;validated_business_object;validated_business_object_alias;severity_level;join_clause;where_clause;message_de;message_en;message_fr;message_it;message_rm;short_text_de;short_text_en;short_text_fr;short_text_it;short_text_rm
SC_RULE1101;1101;Ambulante Konsultationen wurden ausgewiesen, aber keine entsprechenden Kosten;KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_LE_AMBULANT > 0 AND ktf.UV_KTR_4001 = 0 AND ktf.UV_KTR_4002 = 0 AND ktf.UV_KTR_4012 = 0 AND ktf.UV_KTR_4011 = 0 AND ktf.UV_KTR_40_REST = 0 AND ktf.UV_KTR_4051 = 0 AND ktf.UV_KTR_4052 = 0 AND ktf.UV_KTR_3801 = 0 AND ktf.UV_KTR_3802 = 0 AND ktf.UV_KTR_3811 = 0 AND ktf.UV_KTR_3812 = 0 AND ktf.UV_KTR_480 = 0 AND ktf.UV_KTR_485 = 0 AND ktf.UV_KTR_486 = 0 AND ktf.UV_KTR_10 = 0 AND ktf.UV_KTR_20 = 0 AND ktf.UV_KTR_21 = 0 AND ktf.UV_KTR_23 = 0 AND ktf.UV_KTR_24 = 0 AND ktf.UV_KTR_25 = 0 AND ktf.UV_KTR_26 = 0 AND ktf.UV_KTR_27 = 0 AND ktf.UV_KTR_28 = 0 AND ktf.UV_KTR_29 = 0 AND ktf.UV_KTR_30 = 0 AND ktf.UV_KTR_31_1_5 = 0 AND ktf.UV_KTR_31_6A1 = 0 AND ktf.UV_KTR_31_6A2 = 0 AND ktf.UV_KTR_31_6B1 = 0 AND ktf.UV_KTR_31_6B2 = 0 AND ktf.UV_KTR_31_6B3 = 0 AND ktf.UV_KTR_31_6B4 = 0 AND ktf.UV_KTR_31_6B5 = 0 AND ktf.UV_KTR_32 = 0 AND ktf.UV_KTR_33 = 0 AND ktf.UV_KTR_34 = 0 AND ktf.UV_KTR_35 = 0 AND ktf.UV_KTR_36 = 0 AND ktf.UV_KTR_38 = 0 AND ktf.UV_KTR_39 = 0 AND ktf.UV_KTR_40 = 0 AND ktf.UV_KTR_41 = 0 AND ktf.UV_KTR_42 = 0 AND ktf.UV_KTR_43 = 0 AND ktf.UV_KTR_44 = 0 AND ktf.UV_KTR_45 = 0 AND ktf.UV_KTR_77 = 0 AND ktf.UV_KTR_NICHT_PB = 0 AND ktf.UV_KTR_10_ANK = 0 AND ktf.UV_KTR_20_ANK = 0 AND ktf.UV_KTR_21_ANK = 0 AND ktf.UV_KTR_23_ANK = 0 AND ktf.UV_KTR_24_ANK = 0 AND ktf.UV_KTR_25_ANK = 0 AND ktf.UV_KTR_26_ANK = 0 AND ktf.UV_KTR_27_ANK = 0 AND ktf.UV_KTR_28_ANK = 0 AND ktf.UV_KTR_29_ANK = 0 AND ktf.UV_KTR_30_ANK = 0 AND ktf.UV_KTR_31_1_5_ANK = 0 AND ktf.UV_KTR_31_6A1_ANK = 0 AND ktf.UV_KTR_31_6A2_ANK = 0 AND ktf.UV_KTR_31_6B1_ANK = 0 AND ktf.UV_KTR_31_6B2_ANK = 0 AND ktf.UV_KTR_31_6B3_ANK = 0 AND ktf.UV_KTR_31_6B4_ANK = 0 AND ktf.UV_KTR_31_6B5_ANK = 0 AND ktf.UV_KTR_32_ANK = 0 AND ktf.UV_KTR_33_ANK = 0 AND ktf.UV_KTR_34_ANK = 0 AND ktf.UV_KTR_35_ANK = 0 AND ktf.UV_KTR_36_ANK = 0 AND ktf.UV_KTR_38_ANK = 0 AND ktf.UV_KTR_39_ANK = 0 AND ktf.UV_KTR_40_ANK = 0 AND ktf.UV_KTR_41_ANK = 0 AND ktf.UV_KTR_42_ANK = 0 AND ktf.UV_KTR_43_ANK = 0 AND ktf.UV_KTR_44_ANK = 0 AND ktf.UV_KTR_45_ANK = 0 AND ktf.UV_KTR_77_ANK = 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_LE_AMBULANT = [ktf.UV_KTR_LE_AMBULANT], KTR_4001 = [ktf.UV_KTR_4001], KTR_4002 = [ktf.UV_KTR_4002], KTR_4012 = [ktf.UV_KTR_4012], KTR_4011 = [ktf.UV_KTR_4011], KTR_40_REST = [ktf.UV_KTR_40_REST], KTR_4051 = [ktf.UV_KTR_4051], KTR_4052 = [ktf.UV_KTR_4052], KTR_3801 = [ktf.UV_KTR_3801], KTR_3802 = [ktf.UV_KTR_3802], KTR_3811 = [ktf.UV_KTR_3811], KTR_3812 = [ktf.UV_KTR_3812], KTR_480 = [ktf.UV_KTR_480], KTR_485 = [ktf.UV_KTR_485], KTR_486 = [ktf.UV_KTR_486], KTR_10 = [ktf.UV_KTR_10], KTR_20 = [ktf.UV_KTR_20], KTR_21 = [ktf.UV_KTR_21], KTR_23 = [ktf.UV_KTR_23], KTR_24 = [ktf.UV_KTR_24], KTR_25 = [ktf.UV_KTR_25], KTR_26 = [ktf.UV_KTR_26], KTR_27 = [ktf.UV_KTR_27], KTR_28 = [ktf.UV_KTR_28], KTR_29 = [ktf.UV_KTR_29], KTR_30 = [ktf.UV_KTR_30], KTR_31_1_5 = [ktf.UV_KTR_31_1_5], KTR_31_6A1 = [ktf.UV_KTR_31_6A1], KTR_31_6A2 = [ktf.UV_KTR_31_6A2], KTR_31_6B1 = [ktf.UV_KTR_31_6B1], KTR_31_6B2 = [ktf.UV_KTR_31_6B2], KTR_31_6B3 = [ktf.UV_KTR_31_6B3], KTR_31_6B4 = [ktf.UV_KTR_31_6B4], KTR_31_6B5 = [ktf.UV_KTR_31_6B5], KTR_32 = [ktf.UV_KTR_32], KTR_33 = [ktf.UV_KTR_33], KTR_34 = [ktf.UV_KTR_34], KTR_35 = [ktf.UV_KTR_35], KTR_36 = [ktf.UV_KTR_36], KTR_38 = [ktf.UV_KTR_38], KTR_39 = [ktf.UV_KTR_39], KTR_40 = [ktf.UV_KTR_40], KTR_41 = [ktf.UV_KTR_41], KTR_42 = [ktf.UV_KTR_42], KTR_43 = [ktf.UV_KTR_43], KTR_44 = [ktf.UV_KTR_44], KTR_45 = [ktf.UV_KTR_45], KTR_77 = [ktf.UV_KTR_77], KTR_NICHT_PB = [ktf.UV_KTR_NICHT_PB], KTR_10_ANK = [ktf.UV_KTR_10_ANK], KTR_20_ANK = [ktf.UV_KTR_20_ANK], KTR_21_ANK = [ktf.UV_KTR_21_ANK], KTR_23_ANK = [ktf.UV_KTR_23_ANK], KTR_24_ANK = [ktf.UV_KTR_24_ANK], KTR_25_ANK = [ktf.UV_KTR_25_ANK], KTR_26_ANK = [ktf.UV_KTR_26_ANK], KTR_27_ANK = [ktf.UV_KTR_27_ANK], KTR_28_ANK = [ktf.UV_KTR_28_ANK], KTR_29_ANK = [ktf.UV_KTR_29_ANK], KTR_30_ANK = [ktf.UV_KTR_30_ANK], KTR_31_1_5_ANK = [ktf.UV_KTR_31_1_5_ANK], KTR_31_6A1_ANK = [ktf.UV_KTR_31_6A1_ANK], KTR_31_6A2_ANK = [ktf.UV_KTR_31_6A2_ANK], KTR_31_6B1_ANK = [ktf.UV_KTR_31_6B1_ANK], KTR_31_6B2_ANK = [ktf.UV_KTR_31_6B2_ANK], KTR_31_6B3_ANK = [ktf.UV_KTR_31_6B3_ANK], KTR_31_6B4_ANK = [ktf.UV_KTR_31_6B4_ANK], KTR_31_6B5_ANK = [ktf.UV_KTR_31_6B5_ANK], KTR_32_ANK = [ktf.UV_KTR_32_ANK], KTR_33_ANK = [ktf.UV_KTR_33_ANK], KTR_34_ANK = [ktf.UV_KTR_34_ANK], KTR_35_ANK = [ktf.UV_KTR_35_ANK], KTR_36_ANK = [ktf.UV_KTR_36_ANK], KTR_38_ANK = [ktf.UV_KTR_38_ANK], KTR_39_ANK = [ktf.UV_KTR_39_ANK], KTR_40_ANK = [ktf.UV_KTR_40_ANK], KTR_41_ANK = [ktf.UV_KTR_41_ANK], KTR_42_ANK = [ktf.UV_KTR_42_ANK], KTR_43_ANK = [ktf.UV_KTR_43_ANK], KTR_44_ANK = [ktf.UV_KTR_44_ANK], KTR_45_ANK = [ktf.UV_KTR_45_ANK], KTR_77_ANK = [ktf.UV_KTR_77_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_LE_AMBULANT = [ktf.UV_KTR_LE_AMBULANT], KTR_4001 = [ktf.UV_KTR_4001], KTR_4002 = [ktf.UV_KTR_4002], KTR_4012 = [ktf.UV_KTR_4012], KTR_4011 = [ktf.UV_KTR_4011], KTR_40_REST = [ktf.UV_KTR_40_REST], KTR_4051 = [ktf.UV_KTR_4051], KTR_4052 = [ktf.UV_KTR_4052], KTR_3801 = [ktf.UV_KTR_3801], KTR_3802 = [ktf.UV_KTR_3802], KTR_3811 = [ktf.UV_KTR_3811], KTR_3812 = [ktf.UV_KTR_3812], KTR_480 = [ktf.UV_KTR_480], KTR_485 = [ktf.UV_KTR_485], KTR_486 = [ktf.UV_KTR_486], KTR_10 = [ktf.UV_KTR_10], KTR_20 = [ktf.UV_KTR_20], KTR_21 = [ktf.UV_KTR_21], KTR_23 = [ktf.UV_KTR_23], KTR_24 = [ktf.UV_KTR_24], KTR_25 = [ktf.UV_KTR_25], KTR_26 = [ktf.UV_KTR_26], KTR_27 = [ktf.UV_KTR_27], KTR_28 = [ktf.UV_KTR_28], KTR_29 = [ktf.UV_KTR_29], KTR_30 = [ktf.UV_KTR_30], KTR_31_1_5 = [ktf.UV_KTR_31_1_5], KTR_31_6A1 = [ktf.UV_KTR_31_6A1], KTR_31_6A2 = [ktf.UV_KTR_31_6A2], KTR_31_6B1 = [ktf.UV_KTR_31_6B1], KTR_31_6B2 = [ktf.UV_KTR_31_6B2], KTR_31_6B3 = [ktf.UV_KTR_31_6B3], KTR_31_6B4 = [ktf.UV_KTR_31_6B4], KTR_31_6B5 = [ktf.UV_KTR_31_6B5], KTR_32 = [ktf.UV_KTR_32], KTR_33 = [ktf.UV_KTR_33], KTR_34 = [ktf.UV_KTR_34], KTR_35 = [ktf.UV_KTR_35], KTR_36 = [ktf.UV_KTR_36], KTR_38 = [ktf.UV_KTR_38], KTR_39 = [ktf.UV_KTR_39], KTR_40 = [ktf.UV_KTR_40], KTR_41 = [ktf.UV_KTR_41], KTR_42 = [ktf.UV_KTR_42], KTR_43 = [ktf.UV_KTR_43], KTR_44 = [ktf.UV_KTR_44], KTR_45 = [ktf.UV_KTR_45], KTR_77 = [ktf.UV_KTR_77], KTR_NICHT_PB = [ktf.UV_KTR_NICHT_PB], KTR_10_ANK = [ktf.UV_KTR_10_ANK], KTR_20_ANK = [ktf.UV_KTR_20_ANK], KTR_21_ANK = [ktf.UV_KTR_21_ANK], KTR_23_ANK = [ktf.UV_KTR_23_ANK], KTR_24_ANK = [ktf.UV_KTR_24_ANK], KTR_25_ANK = [ktf.UV_KTR_25_ANK], KTR_26_ANK = [ktf.UV_KTR_26_ANK], KTR_27_ANK = [ktf.UV_KTR_27_ANK], KTR_28_ANK = [ktf.UV_KTR_28_ANK], KTR_29_ANK = [ktf.UV_KTR_29_ANK], KTR_30_ANK = [ktf.UV_KTR_30_ANK], KTR_31_1_5_ANK = [ktf.UV_KTR_31_1_5_ANK], KTR_31_6A1_ANK = [ktf.UV_KTR_31_6A1_ANK], KTR_31_6A2_ANK = [ktf.UV_KTR_31_6A2_ANK], KTR_31_6B1_ANK = [ktf.UV_KTR_31_6B1_ANK], KTR_31_6B2_ANK = [ktf.UV_KTR_31_6B2_ANK], KTR_31_6B3_ANK = [ktf.UV_KTR_31_6B3_ANK], KTR_31_6B4_ANK = [ktf.UV_KTR_31_6B4_ANK], KTR_31_6B5_ANK = [ktf.UV_KTR_31_6B5_ANK], KTR_32_ANK = [ktf.UV_KTR_32_ANK], KTR_33_ANK = [ktf.UV_KTR_33_ANK], KTR_34_ANK = [ktf.UV_KTR_34_ANK], KTR_35_ANK = [ktf.UV_KTR_35_ANK], KTR_36_ANK = [ktf.UV_KTR_36_ANK], KTR_38_ANK = [ktf.UV_KTR_38_ANK], KTR_39_ANK = [ktf.UV_KTR_39_ANK], KTR_40_ANK = [ktf.UV_KTR_40_ANK], KTR_41_ANK = [ktf.UV_KTR_41_ANK], KTR_42_ANK = [ktf.UV_KTR_42_ANK], KTR_43_ANK = [ktf.UV_KTR_43_ANK], KTR_44_ANK = [ktf.UV_KTR_44_ANK], KTR_45_ANK = [ktf.UV_KTR_45_ANK], KTR_77_ANK = [ktf.UV_KTR_77_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_LE_AMBULANT = [ktf.UV_KTR_LE_AMBULANT], KTR_4001 = [ktf.UV_KTR_4001], KTR_4002 = [ktf.UV_KTR_4002], KTR_4012 = [ktf.UV_KTR_4012], KTR_4011 = [ktf.UV_KTR_4011], KTR_40_REST = [ktf.UV_KTR_40_REST], KTR_4051 = [ktf.UV_KTR_4051], KTR_4052 = [ktf.UV_KTR_4052], KTR_3801 = [ktf.UV_KTR_3801], KTR_3802 = [ktf.UV_KTR_3802], KTR_3811 = [ktf.UV_KTR_3811], KTR_3812 = [ktf.UV_KTR_3812], KTR_480 = [ktf.UV_KTR_480], KTR_485 = [ktf.UV_KTR_485], KTR_486 = [ktf.UV_KTR_486], KTR_10 = [ktf.UV_KTR_10], KTR_20 = [ktf.UV_KTR_20], KTR_21 = [ktf.UV_KTR_21], KTR_23 = [ktf.UV_KTR_23], KTR_24 = [ktf.UV_KTR_24], KTR_25 = [ktf.UV_KTR_25], KTR_26 = [ktf.UV_KTR_26], KTR_27 = [ktf.UV_KTR_27], KTR_28 = [ktf.UV_KTR_28], KTR_29 = [ktf.UV_KTR_29], KTR_30 = [ktf.UV_KTR_30], KTR_31_1_5 = [ktf.UV_KTR_31_1_5], KTR_31_6A1 = [ktf.UV_KTR_31_6A1], KTR_31_6A2 = [ktf.UV_KTR_31_6A2], KTR_31_6B1 = [ktf.UV_KTR_31_6B1], KTR_31_6B2 = [ktf.UV_KTR_31_6B2], KTR_31_6B3 = [ktf.UV_KTR_31_6B3], KTR_31_6B4 = [ktf.UV_KTR_31_6B4], KTR_31_6B5 = [ktf.UV_KTR_31_6B5], KTR_32 = [ktf.UV_KTR_32], KTR_33 = [ktf.UV_KTR_33], KTR_34 = [ktf.UV_KTR_34], KTR_35 = [ktf.UV_KTR_35], KTR_36 = [ktf.UV_KTR_36], KTR_38 = [ktf.UV_KTR_38], KTR_39 = [ktf.UV_KTR_39], KTR_40 = [ktf.UV_KTR_40], KTR_41 = [ktf.UV_KTR_41], KTR_42 = [ktf.UV_KTR_42], KTR_43 = [ktf.UV_KTR_43], KTR_44 = [ktf.UV_KTR_44], KTR_45 = [ktf.UV_KTR_45], KTR_77 = [ktf.UV_KTR_77], KTR_NICHT_PB = [ktf.UV_KTR_NICHT_PB], KTR_10_ANK = [ktf.UV_KTR_10_ANK], KTR_20_ANK = [ktf.UV_KTR_20_ANK], KTR_21_ANK = [ktf.UV_KTR_21_ANK], KTR_23_ANK = [ktf.UV_KTR_23_ANK], KTR_24_ANK = [ktf.UV_KTR_24_ANK], KTR_25_ANK = [ktf.UV_KTR_25_ANK], KTR_26_ANK = [ktf.UV_KTR_26_ANK], KTR_27_ANK = [ktf.UV_KTR_27_ANK], KTR_28_ANK = [ktf.UV_KTR_28_ANK], KTR_29_ANK = [ktf.UV_KTR_29_ANK], KTR_30_ANK = [ktf.UV_KTR_30_ANK], KTR_31_1_5_ANK = [ktf.UV_KTR_31_1_5_ANK], KTR_31_6A1_ANK = [ktf.UV_KTR_31_6A1_ANK], KTR_31_6A2_ANK = [ktf.UV_KTR_31_6A2_ANK], KTR_31_6B1_ANK = [ktf.UV_KTR_31_6B1_ANK], KTR_31_6B2_ANK = [ktf.UV_KTR_31_6B2_ANK], KTR_31_6B3_ANK = [ktf.UV_KTR_31_6B3_ANK], KTR_31_6B4_ANK = [ktf.UV_KTR_31_6B4_ANK], KTR_31_6B5_ANK = [ktf.UV_KTR_31_6B5_ANK], KTR_32_ANK = [ktf.UV_KTR_32_ANK], KTR_33_ANK = [ktf.UV_KTR_33_ANK], KTR_34_ANK = [ktf.UV_KTR_34_ANK], KTR_35_ANK = [ktf.UV_KTR_35_ANK], KTR_36_ANK = [ktf.UV_KTR_36_ANK], KTR_38_ANK = [ktf.UV_KTR_38_ANK], KTR_39_ANK = [ktf.UV_KTR_39_ANK], KTR_40_ANK = [ktf.UV_KTR_40_ANK], KTR_41_ANK = [ktf.UV_KTR_41_ANK], KTR_42_ANK = [ktf.UV_KTR_42_ANK], KTR_43_ANK = [ktf.UV_KTR_43_ANK], KTR_44_ANK = [ktf.UV_KTR_44_ANK], KTR_45_ANK = [ktf.UV_KTR_45_ANK], KTR_77_ANK = [ktf.UV_KTR_77_ANK];;Ambulante Konsultationen wurden ausgewiesen, aber es wurden keine entsprechenden Kosten erfasst.;;Des consultations ambulatoires ont été saisies, mais aucun coût ambulatoire.;Sono state registrate visite ambulatoriali, ma non sono stati indicati i relativi costi.;
SC_RULE1189;1189;FIBU 60 Ertraege aus medizinischen, pflegerischen und therapeutischen Leistungen;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_30 IS NULL;FIBU_15_30 = [ks.UV_FIBU_15_30];;FIBU_15_30 = [ks.UV_FIBU_15_30];FIBU_15_30 = [ks.UV_FIBU_15_30];;Die Erträge aus medizinischen, pflegerischen und therapeutischen Leistungen für Patienten (Kontonummer 60 nach Kontenrahmen H+) sind anzugeben.;;Les produits des prestations médicales, de soins et thérapeutiques (numéro de compte 60 du Plan comptable H+) sont à indiquer.;Indicare i ricavi da prestazioni mediche, infermieristiche e terapeutiche (numero di conto 60 nel sistema dei conti H+).;
SC_RULE1190;1190;FIBU 61 Aerztliche Einzelleistungen;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_31 IS NULL;FIBU_15_31 = [ks.UV_FIBU_15_31];;FIBU_15_31 = [ks.UV_FIBU_15_31];FIBU_15_31 = [ks.UV_FIBU_15_31];;Die Erträge aus ärztlichen Einzelleistungen (Kontonummer 61 nach Kontenrahmen H+) sind anzugeben.;;Les produits des prestations unitaires médicales (numéro de compte 61 du Plan comptable H+) sont à indiquer.;Indicare i ricavi da prestazioni mediche singole (numero di conto 61 nel sistema dei conti H+).;
SC_RULE1191;1191;FIBU 62 Uebrige Spitaleinzelleistungen ;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_32 IS NULL;FIBU_15_32 = [ks.UV_FIBU_15_32];;FIBU_15_32 = [ks.UV_FIBU_15_32];FIBU_15_32 = [ks.UV_FIBU_15_32];;Die Erträge aus übrigen Spitaleinzelleistungen (Kontonummer 62 nach Kontenrahmen H+) sind anzugeben.;;Les produits des autres prestations unitaires hospitalières (numéro de compte 62 du Plan comptable H+) sont à indiquer.;Indicare i ricavi da altre prestazioni ospedaliere singole (numero di conto 62 nel sistema dei conti H+).;
SC_RULE1192;1192;FIBU 65 Uebrige Ertraege aus Leistungen an Patienten;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_33 IS NULL;FIBU_15_33 = [ks.UV_FIBU_15_33];;FIBU_15_33 = [ks.UV_FIBU_15_33];FIBU_15_33 = [ks.UV_FIBU_15_33];;Die übrigen Erträge aus Leistungen an Patienten (Kontonummer 65 nach Kontenrahmen H+) sind anzugeben.;;Les autres produits des prestations aux patients (numéro de compte 65 du Plan comptable H+) sont à indiquer.;Indicare gli altri ricavi da prestazioni fornite ai pazienti (numero di conto 65 nel sistema dei conti H+).;
SC_RULE1193;1193;FIBU 66 Finanzertrag;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_34 IS NULL;FIBU_15_34 = [ks.UV_FIBU_15_34];;FIBU_15_34 = [ks.UV_FIBU_15_34];FIBU_15_34 = [ks.UV_FIBU_15_34];;Der Finanzertrag (Kontonummer 66 nach Kontenrahmen H+) ist anzugeben.;;Les produits financiers (numéro de compte 66 du Plan comptable H+) sont à indiquer.;Indicare i ricavi finanziari (numero di conto 66 nel sistema dei conti H+).;
SC_RULE1194;1194;FIBU 67 Bestandesaenderungen;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_42 IS NULL;FIBU_15_42 = [ks.UV_FIBU_15_42];;FIBU_15_42 = [ks.UV_FIBU_15_42];FIBU_15_42 = [ks.UV_FIBU_15_42];;Die Bestandesänderungen (Kontonummer 67 nach Kontenrahmen H+) sind anzugeben.;;La variaton de stocks de produits (numéro de compte 67 du Plan comptable H+) est à indiquer.;Indicare la variazione nelle rimanenze di prodotti (numero di conto 67 nel sistema dei conti H+) .;
SC_RULE1195;1195;FIBU 68 Ertraege aus Leistungen an Personal und Dritte;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_35 IS NULL;FIBU_15_35 = [ks.UV_FIBU_15_35];;FIBU_15_35 = [ks.UV_FIBU_15_35];FIBU_15_35 = [ks.UV_FIBU_15_35];;Der Erträge aus Leistungen an Personal und Dritte (Kontonummer 68 nach Kontenrahmen H+) sind anzugeben.;;Les produits résultant de prestations au personnel et des tiers (numéro de compte 68 du Plan comptable H+) sont à indiquer.;Indicare i ricavi da prestazioni fornite al personale e a terzi (numero di conto 68 nel sistema dei conti H+).;
SC_RULE1196;1196;FIBU 69 Beitraege und Subventionen;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_36 IS NULL;FIBU_15_36 = [ks.UV_FIBU_15_36];;FIBU_15_36 = [ks.UV_FIBU_15_36];FIBU_15_36 = [ks.UV_FIBU_15_36];;Beiträge (Kontonummer 69 nach Kontenrahmen H+) sind anzugeben.;;Les contributions (numéro de compte 69 du Plan comptable H+) sont à indiquer.;Indicare i contributi (numero di conto 69 nel sistema dei conti H+).;
SC_RULE1197;1197;FIBU 77 Steuern;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_47 IS NULL;FIBU_15_47 = [ks.UV_FIBU_15_47];;FIBU_15_47 = [ks.UV_FIBU_15_47];FIBU_15_47 = [ks.UV_FIBU_15_47];;Die Steuern sind anzugeben.;;Les impôts sont à indiquer.;Indicare le imposte.;
SC_RULE1198;1198;FIBU 78 Ausserordentlicher Ertrag;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_48 IS NULL;FIBU_15_48 = [ks.UV_FIBU_15_48];;FIBU_15_48 = [ks.UV_FIBU_15_48];FIBU_15_48 = [ks.UV_FIBU_15_48];;Der ausserordentliche Ertrag ist anzugeben.;;Les produits exceptionnelles sont à indiquer.;Indicare i ricavi straordinari.;
SC_RULE1199;1199;FIBU 79 Betriebsfremder Ertrag;KSINCOMEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_49 IS NULL;FIBU_15_49 = [ks.UV_FIBU_15_49];;FIBU_15_49 = [ks.UV_FIBU_15_49];FIBU_15_49 = [ks.UV_FIBU_15_49];;Der betriebsfremde Ertrag ist anzugeben.;;Les produits hors exploitation sont à indiquer.;I ricavi estranei all’esercizio.;
SC_RULE1201;1201;FIBU 30 Lohnaufwand;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_10 IS NULL;FIBU_18_10 = [ks.UV_FIBU_18_10];;FIBU_18_10 = [ks.UV_FIBU_18_10];FIBU_18_10 = [ks.UV_FIBU_18_10];;Der Lohnaufwand (Kontonummer 30 nach Kontenrahmen H+)  ist anzugeben.;;Les charges salariales (numéro de compte 30 du Plan comptable H+)  sont à indiquer.;Indicare gli costi salariali (numero di conto 30 nel sistema dei conti H+).;
SC_RULE1202;1202;FIBU 37 Sozialversicherungsaufwand;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_30 IS NULL;FIBU_18_30 = [ks.UV_FIBU_18_30];;FIBU_18_30 = [ks.UV_FIBU_18_30];FIBU_18_30 = [ks.UV_FIBU_18_30];;Der Sozialversicherungsaufwand (Kontonummer 37 nach Kontenrahmen H+)  ist anzugeben.;;Les charges sociales (numéro de compte 37 du Plan comptable H+)  sont à indiquer.;Indicare gli oneri sociali (numero di conto 37 nel sistema dei conti H+).;
SC_RULE1203;1203;FIBU 380 Arzthonorare, Spitalaerzte;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_20_01 IS NULL;FIBU_18_20_01 = [ks.UV_FIBU_18_20_01];;FIBU_18_20_01 = [ks.UV_FIBU_18_20_01];FIBU_18_20_01 = [ks.UV_FIBU_18_20_01];;Die Honorare der Ärzteschaft - Spitalärzte (Kontonummer 380 nach Kontenrahmen H+)  sind anzugeben.;;Les honoraires des médecins - médecins hospitaliers (numéro de compte 380 du Plan comptable H+)  sont à indiquer.;Indicare gli onorari dei medici -  medici ospedalieri (numero di conto 380 nel sistema dei conti H+).;
SC_RULE1204;1204;FIBU 381 Arzthonorare, Belegaerzte;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_20_02 IS NULL;FIBU_18_20_02 = [ks.UV_FIBU_18_20_02];;FIBU_18_20_02 = [ks.UV_FIBU_18_20_02];FIBU_18_20_02 = [ks.UV_FIBU_18_20_02];;Die Honorare der Ärzteschaft - Belegärzte (Kontonummer 381 nach Kontenrahmen H+)  sind anzugeben.;;Les honoraires des médecins - médecins agréés (numéro de compte 381 du Plan comptable H+)  sont à indiquer.;Indicare gli onorari dei medici - medici accreditati (numero di conto 381 nel sistema dei conti H+).;
SC_RULE1205;1205;FIBU 39 Uebriger Personalaufwand;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_40 IS NULL;FIBU_18_40 = [ks.UV_FIBU_18_40];;FIBU_18_40 = [ks.UV_FIBU_18_40];FIBU_18_40 = [ks.UV_FIBU_18_40];;Der übrige Personalaufwand ist anzugeben (Kontonummer 39 nach Kontenrahmen H+).;;Autres charges de personnel (numéro de compte 39 du Plan comptable H+)  sont à indiquer.;Indicare altri costi del personale (numero di conto 39 nel sistema dei conti H+).;
SC_RULE1206;1206;FIBU 40 Medizinischer Bedarf (exkl. 405);KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_15_02_01 IS NULL;FIBU_15_02_01 = [ks.UV_FIBU_15_02_01];;FIBU_15_02_01 = [ks.UV_FIBU_15_02_01];FIBU_15_02_01 = [ks.UV_FIBU_15_02_01];;Der Aufwand für den medizinischen Bedarf (Kontonummer 40 nach Kontenrahmen H+)  ohne den Anteil 405 ist anzugeben.;;Les charges pour le matériel médical d'exploitation (numéro de compte 40 du Plan comptable H+) sans la part 405 sont à indiquer. ;Indicare i costi del fabbisogno medico (numero di conto 40 nel sistema dei conti H+) senza la parte 405.;
SC_RULE1207;1207;FIBU 405 Honorare fuer medizinische, diagnostische und therapeutische Fremdleistungen ;KSEXPENSEACCOUNTINGS;ks;error;;ks.UV_FIBU_18_70 IS NULL;FIBU_18_70 = [ks.UV_FIBU_18_70];;FIBU_18_70 = [ks.UV_FIBU_18_70];FIBU_18_70 = [ks.UV_FIBU_18_70];;Die Honorare für medizinische, diagnostische und therapeutische Fremdleistungen (Kontonummer 405 nach Kontenrahmen H+) sind anzugeben.;;Indiquer les honoraires pour les prestations médicales, diagnostiques et thérapeutiques fournies par des tiers (numéro de compte 405 du Plan comptable H+).;Indicare gli onorari per prestazioni mediche, diagnostiche e terapeutiche fornite da terzi (numero di conto 405 nel sistema dei conti H+).;
